lyric,occurence,pos
the,1481,DET
i,1462,N
you,1437,PRO
and,837,CNJ
it,769,PRO
me,761,PRO
a,721,DET
to,692,TO
my,652,PRO
in,549,P
oh,547,UH
i'm,517,
on,472,P
that,459,CNJ
up,440,ADV
all,390,DET
your,380,PRO
yeah,352,ADV
like,345,CNJ
we,319,PRO
be,304,V
of,298,P
for,285,P
don't,283,V
so,280,DET
la,279,FW
just,268,ADV
this,268,DET
baby,250,N
go,227,V
but,225,CNJ
know,225,V
get,216,V
with,216,P
got,204,VD
is,200,V
love,197,N
it's,191,PRO
girl,189,N
if,186,CNJ
now,185,ADV
do,184,V
when,183,WH
you're,177,PRO
back,168,ADV
no,165,DET
never,161,ADV
what,158,WH
wanna,157,VB+TO
out,156,ADV
see,155,V
come,154,V
can,146,MOD
way,146,N
make,144,V
ain't,143,V
she,141,PRO
want,138,V
'cause,136,
na,136,
tonight,136,N
at,135,P
let,135,V
time,122,N
put,121,V
right,118,ADJ
down,117,ADV
they,117,PRO
feel,115,V
are,114,V
gonna,113,VBG+TO
had,108,V
her,106,PRO
can't,105,MOD
was,104,V
life,102,N
could,96,MOD
take,94,V
world,93,N
night,92,N
one,92,NUM
them,89,PRO
hands,87,N
gotta,85,VBN+TO
not,85,*
about,82,P
i'll,82,
who,82,WH
look,80,V
say,76,V
how,75,WH
here,74,ADV
more,74,DET
need,73,N
rock,73,N
we're,72,PRO
tell,71,V
think,70,V
that's,68,DET
ever,67,ADV
have,67,V
money,67,N
only,66,ADV
i've,65,
around,63,P
said,63,VD
will,63,MOD
then,60,ADV
turn,59,V
mind,58,N
really,58,ADV
been,57,V
from,57,P
yellow,57,ADJ
black,56,ADJ
good,56,ADJ
run,56,V
man,55,N
shake,55,V
keep,54,V
last,54,DET
show,54,V
better,53,ADJ
girls,53,N
gon',53,
hey,53,UH
pretty,53,DET
he,52,PRO
heart,52,N
lights,51,N
bottoms,50,N
please,50,V
there,50,EX
day,49,N
floor,49,N
or,49,CNJ
even,47,ADV
eyes,47,N
fuck,47,V
some,47,DET
us,47,PRO
away,46,ADV
little,46,DET
body,45,N
thing,45,N
boy,44,N
where,44,WH
as,43,CNJ
born,43,VN
cause,43,N
dance,43,N
edge,43,N
let's,43,VB+PPO
through,42,P
too,42,DET
off,41,ADV
than,41,CNJ
coming,40,VG
every,40,DET
shit,40,N
again,39,ADV
enough,39,DET
give,39,V
party,39,N
push,39,V
these,39,DET
would,39,MOD
ya,39,PRO
'em,38,PRO
beautiful,38,ADJ
over,38,P
place,38,N
best,37,ADJ
everybody,37,PRO
home,37,N
name,37,N
says,37,VBZ
what's,37,WH
boom,36,N
call,36,V
hate,36,V
there's,36,EX
were,36,V
won't,36,MOD
work,36,N
bass,35,N
crazy,35,ADJ
goes,35,VBZ
niggas,35,
roll,35,V
kiss,34,V
long,34,ADJ
ooh,34,
bet,33,V
dream,33,N
nothing,33,PRO
still,33,ADV
stop,33,V
throw,33,V
wish,33,V
-,32,P
drink,32,N
other,32,DET
everything,31,PRO
hold,31,V
leave,31,V
running,31,VG
air,30,N
uh,30,
why,30,WH
without,30,P
'bout,29,P
dancing,29,VG
dj,29,
hard,29,ADJ
hear,29,V
lot,29,N
moment,29,N
our,29,PRO
ah,28,UH
beat,28,N
found,28,VN
light,28,N
sweat,28,N
yo,28,
alive,27,ADJ
change,27,N
deep,27,ADJ
i'mma,27,
real,27,ADJ
till,27,CNJ
you'll,27,PRO
another,26,DET
bad,26,ADJ
dark,26,ADJ
told,26,VD
am,25,V
an,25,DET
by,25,P
inside,25,P
looking,25,VG
start,25,V
swear,25,V
well,25,ADV
big,24,ADJ
blow-oh-oh-oh,24,
gave,24,VD
i'd,24,
lose,24,V
na-na-na-na,24,
road,24,N
seat,24,N
side,24,N
waiting,24,VG
while,24,CNJ
young,24,ADJ
alright,23,
fire,23,N
friends,23,N
head,23,N
high,23,ADJ
move,23,V
things,23,N
bitch,22,N
fall,22,N
god,22,N
going,22,VG
lost,22,VN
nigga,22,
whoa,22,
you'd,22,PRO
bring,21,V
comes,21,VBZ
ends,21,N
glass,21,N
made,21,VN
maybe,21,ADV
met,21,VD
own,21,ADJ
remember,21,V
rolling,21,VG
touch,21,N
wiggle,21,N
ass,20,N
believe,20,V
club,20,N
felt,20,VD
find,20,V
hit,20,V
play,20,V
something,20,PRO
try,20,V
watch,20,V
care,19,N
damn,19,ADJ
full,19,ADJ
i'ma,19,
jagger,19,
kids,19,N
knows,19,VBZ
makes,19,VBZ
raise,19,V
stay,19,V
thinkin',19,
whoa-oh,19,
wrong,19,ADJ
y'all,19,PRO
yes,19,ADV
always,18,ADV
close,18,ADV
country,18,N
did,18,V
doctor,18,N
drop,18,V
friday,18,
left,18,VN
many,18,DET
matter,18,N
moves,18,VBZ
talk,18,V
tears,18,N
times,18,N
doing,17,VG
done,17,VN
feeling,17,N
fuckin',17,
mine,17,PRO
new,17,ADJ
ooo,17,
ride,17,V
sky,17,N
sometimes,17,ADV
stereo,17,N
walk,17,V
yourself,17,PRO
came,16,VD
cold,16,ADJ
first,16,NUM
forget,16,V
hand,16,N
hopeless,16,ADJ
huh,16,UH
live,16,V
lovin',16,
mean,16,V
might,16,MOD
people,16,N
perfect,16,ADJ
price,16,N
sure,16,ADJ
tomorrow,16,N
whenever,16,WH
bed,15,N
before,15,CNJ
break,15,V
face,15,N
fallin',15,
fight,15,N
game,15,N
him,15,PRO
kicks,15,VBZ
ladies,15,N
same,15,DET
should,15,MOD
song,15,N
soul,15,N
sun,15,N
top,15,N
town,15,N
we'll,15,PRO
already,14,ADV
anything,14,PRO
bottles,14,N
didn't,14,V
dirt,14,N
easy,14,ADJ
front,14,N
hair,14,N
hell,14,N
honey,14,N
hot,14,ADJ
into,14,P
mess,14,N
moon,14,N
nobody,14,PRO
old,14,ADJ
open,14,ADJ
pumped,14,VD
sex,14,N
sing,14,V
super,14,ADJ
sweet,14,ADJ
you've,14,PRO
'round,13,ADV
arms,13,N
blow,13,N
blue,13,ADJ
couldn't,13,MOD
doin',13,VG
drive,13,N
getting,13,VG
jump,13,V
okay,13,ADJ
pocket,13,N
smile,13,N
thinking,13,VG
track,13,N
trying,13,VG
tryna,13,
'cuz,12,
anybody,12,PRO
cry,12,N
days,12,N
die,12,V
forever,12,ADV
freak,12,N
gone,12,VN
guess,12,V
ice,12,N
listen,12,V
loud,12,ADJ
pain,12,N
pants,12,N
radio,12,N
shot,12,N
they're,12,PRO
truth,12,N
verse,12,N
wait,12,V
white,12,ADJ
whole,12,ADJ
whoo,12,
almost,11,ADV
along,11,P
ask,11,V
bar,11,N
both,11,DET
catch,11,V
control,11,N
couple,11,N
ha,11,UH
he's,11,PRO
his,11,PRO
house,11,N
jeans,11,
living,11,VG
lover,11,N
may,11,MOD
morning,11,N
rain,11,N
saying,11,VG
spot,11,N
street,11,N
thank,11,V
today,11,N
understand,11,V
word,11,N
wouldn't,11,MOD
ay,10,
bright,10,ADJ
brown,10,ADJ
bullet,10,N
cash,10,N
chorus,10,N
december,10,
diamonds,10,N
dirty,10,ADJ
feelin',10,
feels,10,VBZ
fly,10,V
glory,10,N
gun,10,N
hanging,10,VG
higher,10,ADJ
hurts,10,VBZ
lighters,10,N
line,10,N
loved,10,VD
mad,10,ADJ
nicki,10,
played,10,VD
she's,10,PRO
shine,10,N
sleep,10,N
stuck,10,VN
tag,10,N
taking,10,VG
true,10,ADJ
used,10,VN
wasn't,10,V
afraid,9,ADJ
against,9,P
alone,9,ADV
awe,9,N
aye,9,ADV
beside,9,P
boom-ba-doom-boom-boom-ba-doom-boom-bass,9,
booty,9,N
boys,9,N
chance,9,N
dawn,9,N
dick,9,
else,9,ADV
fucking,9,
goin',9,VG
guy,9,N
has,9,V
lay,9,VD
leavin',9,
limit,9,N
lips,9,N
mistakes,9,N
music,9,N
owe,9,V
realized,9,VD
rockin',9,
scars,9,N
scream,9,N
slow,9,ADJ
somebody,9,PRO
sound,9,N
stars,9,N
strong,9,ADJ
such,9,ADJ
tear,9,V
turned,9,VD
until,9,CNJ
very,9,DET
wishing,9,VG
wonder,9,V
10,8,NUM
amazing,8,ADJ
any,8,DET
ba-bling,8,
babe,8,
beating,8,VG
because,8,CNJ
bitches,8,
car,8,N
cha-ching,8,
chris,8,
crew,8,N
deny,8,V
dreams,8,N
driver,8,N
favorite,8,ADJ
friend,8,N
gettin',8,VG
grab,8,V
haters,8,
heard,8,VD
hoes,8,N
instead,8,ADV
jam,8,N
keys,8,N
louder,8,ADJ
mama,8,
message,8,N
million,8,NUM
miss,8,V
missing,8,VG
oooo,8,
phone,8,N
pop,8,N
pump,8,N
queen,8,N
ready,8,ADJ
roscoe,8,
round,8,ADJ
saw,8,VD
second,8,NUM
sexy,8,ADJ
sit,8,V
skylar,8,
smell,8,N
special,8,ADJ
stops,8,N
switchup,8,
thought,8,VD
thoughts,8,N
together,8,ADV
took,8,VD
wanted,8,VD
wayne,8,
wind,8,N
window,8,N
words,8,N
worth,8,ADJ
:,7,:
addicted,7,VN
after,7,P
baddest,7,
ball,7,N
beauty,7,N
beer,7,N
bit,7,N
broke,7,VD
city,7,N
crooks,7,N
doesn't,7,V
door,7,N
drinking,7,VG
excuse,7,N
far,7,ADV
faster,7,ADV
fault,7,N
glasses,7,N
green,7,ADJ
hook,7,N
hope,7,N
kid,7,N
king,7,N
lately,7,ADV
lil,7,
low,7,ADJ
much,7,DET
next,7,DET
nothin',7,PRO
ohohohohoho,7,
once,7,ADV
oooh,7,
outrun,7,V
outta,7,
paradise,7,N
pay,7,V
pick,7,V
rest,7,N
send,7,V
set,7,VN
shinin',7,
sick,7,ADJ
sign,7,N
sink,7,V
someone,7,PRO
son,7,N
sorry,7,ADJ
steal,7,V
step,7,N
sucks,7,
superstars,7,
teenage,7,ADJ
those,7,DET
truck,7,N
tryin',7,
two,7,NUM
type,7,N
under,7,P
went,7,VD
wine,7,N
yesterday,7,N
2,6,NUM
a-yo,6,
barefoot,6,ADJ
begging,6,VG
being,6,V
blame,6,V
caught,6,VD
chains,6,N
cheers,6,N
closer,6,ADV
comin',6,N
cool,6,ADJ
corner,6,N
daddy,6,
dale,6,
deal,6,N
different,6,ADJ
doubt,6,N
dress,6,N
drunk,6,ADJ
dynamite,6,N
escalade,6,
everyday,6,ADJ
extraterrestrial,6,ADJ
fast,6,ADV
figure,6,N
fill,6,V
firework,6,
fool,6,N
glitter,6,N
goodnight,6,UH
great,6,ADJ
group,6,N
happy,6,ADJ
help,6,V
hide,6,V
honestly,6,ADV
insane,6,ADJ
jean,6,
kick,6,N
kill,6,V
kinda,6,DET
lasts,6,VBZ
laugh,6,N
lmfao,6,
lord,6,N
m-m-m,6,
making,6,VG
motivation,6,N
nice,6,ADJ
nowhere,6,ADV
oh-oh,6,
ohohoh,6,
oo,6,
opened,6,VD
paper,6,N
perfectly,6,DET
pitbull,6,
plans,6,N
poison,6,N
pretend,6,V
realest,6,ADJ
reppin',6,
river,6,N
s-s-s,6,
scared,6,VN
shots,6,N
sitting,6,VG
soon,6,ADV
standing,6,VG
stare,6,V
summer,6,N
t-pain,6,
talkin',6,VG
talking,6,VG
taste,6,N
tgif,6,
tried,6,VD
trip,6,N
turning,6,VG
water,6,N
ways,6,N
we've,6,PRO
weed,6,V
whips,6,N
woahohoh,6,
woman,6,N
worry,6,V
years,6,N
5,5,NUM
animal,5,N
ballin',5,
bang,5,V
bastards,5,N
bee,5,N
beg,5,V
bite,5,V
blows,5,VBZ
boi,5,
bones,5,N
box,5,N
bunch,5,N
bury,5,V
buy,5,V
cataracs,5,
cheap,5,ADJ
chest,5,N
chilling,5,VG
credit,5,N
cup,5,N
dad,5,N
dat,5,
dead,5,ADJ
deserve,5,V
dis,5,
downs,5,N
downtown,5,N
drum,5,N
dying,5,VG
everywhere,5,ADV
excite,5,V
faith,5,N
family,5,N
flo,5,
foreign,5,ADJ
freakin',5,
funny,5,ADJ
galileo,5,
george,5,
ghetto,5,N
girl's,5,N
givin',5,VG
gold,5,N
goodbye,5,UH
grey,5,ADJ
grind,5,V
guys,5,N
half,5,DET
haven't,5,V
heart's,5,N
hearts,5,N
hmm,5,
ho,5,
honeysuckle,5,N
hood,5,N
imma,5,
isn't,5,V
its,5,PRO
kind,5,N
kingdom,5,N
knew,5,VD
known,5,VN
laid,5,VN
lala,5,
lane,5,N
late,5,ADJ
leaving,5,VG
less,5,DET
lie,5,V
lies,5,VBZ
lil',5,
locked,5,VN
luck,5,N
memory,5,N
messing,5,
middle,5,ADJ
moments,5,N
moscato,5,
mouth,5,N
movin',5,
moving,5,VG
mr,5,
mud,5,N
note,5,N
one's,5,PRO
outside,5,P
park,5,N
playing,5,VG
poppin',5,
pride,5,N
pulled,5,VD
pussy,5,N
question,5,N
red,5,ADJ
rihanna,5,
rise,5,N
runnin',5,VG
save,5,V
screamin',5,
sean,5,
security,5,N
seen,5,VN
shakin',5,
sharp,5,ADJ
shoot,5,V
short,5,ADJ
shy,5,ADJ
silly,5,ADJ
sittin',5,
smiling,5,VG
smoke,5,N
somewhere,5,ADV
stares,5,N
sticks,5,N
stones,5,N
stuntin',5,
tired,5,VN
trance,5,N
traveled,5,VD
trust,5,V
twice,5,ADV
ups,5,N
vip,5,
wake,5,V
wash,5,N
weather,5,N
whip,5,N
wide,5,ADJ
win,5,V
wire,5,N
'bouta,4,
'gon,4,
'n',4,CNJ
'till,4,P
1,4,NUM
across,4,P
alien,4,ADJ
although,4,CNJ
anyway,4,ADV
anywhere,4,ADV
apart,4,ADV
awaits,4,VBZ
bada,4,
beats,4,VBZ
before-fore,4,
begin,4,V
behind,4,P
blood,4,N
blown,4,VN
bodies,4,N
brands,4,N
brother,4,N
bucks,4,N
c'mon,4,
callin',4,VG
cards,4,N
cars,4,N
chair,4,N
collecting,4,VG
colors,4,N
console,4,
da-day,4,
death,4,N
dem,4,
deuce,4,
dev,4,
dime,4,N
drag,4,V
dre,4,
drinks,4,N
driving,4,VG
eat,4,V
eight-foot,4,ADJ
em,4,PRO
escape,4,V
everybody's,4,PRO
everyone,4,PRO
extra,4,ADJ
feet,4,N
fine,4,ADJ
five,4,NUM
flo',4,
forgiven,4,VN
freaks,4,N
free,4,ADJ
freedom,4,N
fun,4,N
gritty,4,ADJ
grow,4,V
growin',4,
hatin',4,
headlights,4,N
hitting,4,VG
hollywood,4,
hurting,4,VG
hush,4,UH
i-i-i-i've,4,
jameson,4,
jar,4,N
john,4,N
jones,4,
kicked,4,VD
kissed,4,VD
knee,4,N
knife,4,N
lauren,4,
lead,4,V
lets,4,VBZ
level,4,N
lift,4,V
lily,4,
listening,4,VG
lookin',4,
looks,4,VBZ
loose,4,ADJ
m,4,
mack,4,
mamma,4,
matters,4,N
meant,4,VD
meeting,4,N
melody,4,N
miles,4,N
mirror,4,N
must,4,MOD
muthafucker,4,
myself,4,PRO
needed,4,VN
nitty,4,
notice,4,N
ohhhh,4,
paid,4,VN
pass,4,V
passed,4,VD
picking,4,VG
picture,4,N
pockets,4,N
poor,4,ADJ
probably,4,ADV
proceed,4,V
pumpin',4,
quit,4,V
raised,4,VN
reach,4,V
realize,4,V
reason,4,N
record,4,N
regret,4,V
reminiscing,4,VG
richer,4,ADJ
room,4,N
roses,4,N
rush,4,N
seasons,4,N
seconds,4,N
seems,4,VBZ
serious,4,ADJ
seven-foot,4,
shame,4,N
shawty,4,
shorty,4,
shufflin',4,
simple,4,ADJ
since,4,CNJ
sip,4,N
six-foot,4,ADJ
skin-tight,4,
soft,4,ADJ
somehow,4,ADV
southern,4,ADJ
space,4,N
speak,4,V
star,4,N
straight,4,ADJ
stunt,4,V
suckers,4,N
supernatural,4,ADJ
supposed,4,VN
swallow,4,V
swear-wear,4,
swerving,4,VG
tearing,4,VG
tequila,4,
they've,4,PRO
tires,4,N
tone,4,N
tongue,4,N
traffic,4,N
trey,4,
tru-u-ue,4,
underdogs,4,
usher,4,V
vacation,4,N
wall,4,N
wear,4,V
weekend,4,N
weezy,4,
west,4,N
whether,4,CNJ
wit,4,N
worldwide,4,ADJ
written,4,VN
yeahh,4,
york,4,
you-ou,4,
'ere,3,
aaah,3,
aah,3,
abduction,3,N
africa,3,
ago,3,ADV
alicia,3,
animals,3,N
apar-par-par-pa-pa-part,3,
apologize,3,V
asking,3,VG
awhile,3,ADV
aww,3,
background,3,N
bank,3,N
beast,3,N
bees,3,N
belong,3,V
benz,3,
between,3,P
birds,3,N
bismillah,3,
blowing,3,VG
boom-boom-ba-doom-boom-boom-ba-doom-boom-bass,3,
boulevard,3,N
bow,3,N
boyz,3,
breeze,3,N
brighter,3,ADJ
broken,3,VN
bullshit,3,V
burn,3,V
burning,3,VG
burst,3,N
carry,3,V
catfish,3,
celebrate,3,V
check,3,N
chick,3,N
cigarette,3,N
clap,3,N
clear,3,ADJ
cocky,3,ADJ
coke,3,N
colder,3,ADJ
command,3,N
creek,3,N
crickets,3,N
cried,3,VD
critters,3,N
crowd,3,N
cut,3,V
cuz,3,
daddy's,3,
danced,3,VD
dangerous,3,ADJ
dash,3,N
decide,3,V
devil,3,N
diddy,3,
dipping,3,VG
dna,3,
dollar,3,N
doors,3,N
dreaming,3,VG
drove,3,VD
dudes,3,
dum-dum-du-du-du-dumb,3,
elton,3,
empty,3,ADJ
ended,3,VD
evil,3,ADJ
f,3,N
fact,3,N
fake,3,ADJ
falls,3,VBZ
fan,3,N
feelings,3,N
finally,3,ADV
finisher,3,N
fix,3,V
flash,3,N
flex,3,V
flow,3,N
forgot,3,VD
freaky,3,
fresher,3,
gangsta,3,
glow,3,N
grass,3,N
gravel,3,N
grown,3,VN
gypsy,3,N
hang,3,V
har-har-har-ha-ha-hard,3,
havin',3,
he'll,3,PRO
heavy,3,ADJ
heh,3,
hi,3,
hits,3,N
holding,3,VG
homie,3,
honky-tonks,3,
hop,3,
hotter,3,ADJ
hour,3,N
infect,3,V
insecure,3,ADJ
jack,3,
jennifer,3,
jigulina,3,
key,3,N
ki-ki-kiss,3,
knees,3,N
lady,3,N
law,3,N
learned,3,VN
leaves,3,VBZ
lick,3,V
london,3,
lonely,3,ADJ
looked,3,VD
losing,3,VG
loving,3,VG
married,3,VN
marry,3,V
maxed,3,
meet,3,V
menage,3,
mia,3,
miami,3,
minaj,3,
minute,3,N
missed,3,VN
monster,3,N
moonlight,3,N
most,3,DET
mother,3,N
mound,3,N
muthaf-cka,3,
news,3,N
no-o-ote,3,
nobody's,3,PRO
num-num-nu-nu-nu-numb,3,
ohh,3,
ooh-ooh-oh-oh,3,
ooooh,3,
our-our-our-ou-ou-ours,3,
paying,3,VG
peace,3,N
penny,3,N
pictures,3,N
plain,3,ADJ
playin,3,
power,3,N
pro,3,P
problems,3,N
quick,3,ADJ
racing,3,VG
ramblin',3,
ray,3,N
rednecks,3,
regrets,3,VBZ
release,3,N
respect,3,N
ring,3,N
ripped,3,VD
rollin',3,
roof,3,N
rooftop,3,N
rose,3,VD
rude,3,ADJ
satin,3,N
scary,3,ADJ
school,3,N
screaming,3,VG
secret,3,ADJ
self,3,N
sell,3,V
she'd,3,PRO
shortly,3,ADV
shoulder,3,N
signed,3,VN
singing,3,VG
sippin',3,
situation,3,N
six,3,NUM
skinny,3,ADJ
sky-y-y,3,
spend,3,V
spinnin',3,
split,3,VN
squirrels,3,
stacks,3,N
stand,3,V
started,3,VD
steady,3,ADJ
sto-op,3,
stopping,3,VG
streaking,3,
suck,3,V
sugar,3,N
sunrise,3,N
surprise,3,N
swallowing,3,VG
swimming,3,VG
systems,3,N
ta-ta-take,3,
tabletops,3,
tea,3,N
tearin',3,
tellin',3,
ten,3,NUM
their,3,PRO
they'll,3,PRO
thirty,3,NUM
though,3,CNJ
tide,3,N
to--,3,
trade,3,N
travel,3,N
treat,3,V
treated,3,VN
trippin',3,
trois,3,
tune,3,N
turns,3,VBZ
two-lane,3,ADJ
uncontrollably,3,
understands,3,VBZ
unravel,3,V
unwind,3,
upside,3,ADV
vegas,3,
victim,3,N
vika,3,
waist,3,N
waited,3,VD
wale,3,
walked,3,VD
wanting,3,VG
wearing,3,VG
whatever,3,WH
whhhhy,3,
who's,3,WH
whoaa-oh-whoa,3,
whoaa-oh-whoa-oh,3,
wild,3,ADJ
winner,3,N
wohh,3,
wrote,3,VD
yea,3,ADV
yeah-yeah,3,
youn-youn-yo-yo-yo-young,3,
"stay,2,
'fore,2,CNJ
'til,2,
'um,2,
50,2,NUM
7,2,NUM
a-met,2,
above,2,P
act,2,N
acting,2,VG
admire,2,V
affliction,2,N
aint,2,
alcohol,2,N
angel,2,N
anna,2,
anyone,2,PRO
aside,2,ADV
atmosphere,2,N
attention,2,N
awake,2,ADJ
bangin',2,
barbed,2,VN
beach,2,N
beige,2,ADJ
benett,2,
bennett,2,
beyonce,2,
bigger,2,ADJ
bing,2,
birthday,2,N
bitter,2,ADJ
blacked,2,VN
blew,2,VD
blur,2,N
booth,2,N
bottle,2,N
boudoir,2,
bought,2,VD
bout,2,N
brain,2,N
brazil,2,N
bread,2,N
breaking,2,VG
breathless,2,ADJ
bridge,2,N
bringin',2,
bringing,2,VG
broad,2,ADJ
brought,2,VD
business,2,N
buying,2,VG
called,2,VN
camaro,2,
cannot,2,MOD
cant,2,N
capital,2,N
card,2,N
cares,2,VBZ
cats,2,N
celebration,2,N
changing,2,VG
charles,2,
cheat,2,V
checkin',2,VG
chicka,2,
chicken,2,N
chola,2,
choose,2,V
chuck,2,N
class,2,N
climb,2,V
cloud,2,N
cock,2,N
colorado,2,
conway,2,
cop,2,N
could've,2,
count,2,V
coupes,2,
crack,2,N
cracked,2,VD
crasher,2,N
create,2,V
creeping,2,VG
crosses,2,VBZ
crown,2,N
cuter,2,
dada,2,
dancin',2,
dancy,2,
decision,2,N
decisions,2,N
demons,2,N
deri,2,
devvvv,2,
digger,2,
dimension,2,N
dodged,2,VD
dope,2,N
drank,2,VD
dreamin',2,
drifting,2,VG
drip,2,N
drizzy,2,
drops,2,N
drug,2,N
dry,2,ADJ
ducks,2,N
dude,2,
dusty,2,ADJ
ear,2,N
eating,2,VG
edward,2,
either,2,CNJ
el,2,
eminem,2,
end,2,N
engine,2,N
enjoy,2,V
enter,2,V
erase,2,V
eye,2,N
faggots,2,
fair,2,ADJ
fame,2,N
fancy,2,N
father,2,N
fear,2,N
fever,2,N
field,2,N
filled,2,VN
flag,2,N
flies,2,N
flight,2,N
flipped,2,VD
floating,2,VG
flocka,2,
flood,2,N
follow,2,V
form,2,N
forth,2,ADV
four,2,NUM
fourth,2,NUM
fresh,2,ADJ
future,2,N
getin',2,
ghost,2,N
girlfriend,2,
given,2,VN
glad,2,ADJ
go-o-o,2,
gon,2,
goonrock],2,
goose,2,N
guarantee,2,N
gunz,2,
gym,2,N
h-i-m,2,
haiti,2,
half-alive,2,
han,2,
handle,2,V
happen,2,V
happened,2,VD
harder,2,ADV
having,2,V
haze,2,N
headed,2,VN
heading,2,N
headliner,2,
held,2,VN
hell's,2,N
hella,2,
here's,2,ADV
heroes,2,N
hickey,2,
hiding,2,VG
hips,2,N
hoe,2,
holdin',2,VG
hoped,2,VD
how's,2,
however,2,ADV
hurt,2,V
ibiza,2,
iced,2,VN
ignite,2,V
ill,2,ADJ
inception,2,N
international,2,ADJ
interstate,2,ADJ
introduce,2,V
iron,2,N
it'll,2,PRO
itself,2,PRO
job,2,N
july,2,
kanye,2,
keeps,2,VBZ
keisha,2,
keri,2,
khalifa,2,
kicking,2,VG
killin',2,VG
kitchen,2,N
knowin',2,
lalala,2,
lalalalala,2,
learn,2,V
leggo,2,
legs,2,N
lesbian,2,
li-i-i-ow,2,
li-i-ife,2,
life's,2,N
light's,2,
lightning,2,N
lip,2,N
liquor,2,N
lives,2,N
load,2,N
longer,2,ADV
loretta,2,
lotta,2,
louie,2,
louisiana,2,
lucky,2,ADJ
lying,2,VG
maggots,2,N
maroon,2,ADJ
mary,2,
maya,2,
meanin',2,VG
mega,2,
messed,2,VD
messin',2,
mic,2,
mississippi,2,
mister,2,NP
misunderstood,2,VN
momma,2,
morocco,2,
movies,2,N
mtv,2,
naked,2,ADJ
nation,2,N
needs,2,N
nights,2,N
noise,2,N
none,2,PRO
number,2,N
obvious,2,ADJ
|oh,|,2,
ohoho,2,
ohohoho,2,
ok,2,
ol',2,ADJ
ole,2,ADJ
online,2,
ooh-oh,2,
ooohh,2,
oooooooooooh,2,
order,2,N
orient,2,
outro,2,
outtie,2,
overdue,2,ADJ
ow,2,
packin',2,
passion,2,N
path,2,N
patiently,2,ADV
pause,2,N
pearls,2,N
pedal,2,N
perfume,2,N
pie,2,N
piece,2,N
pines,2,N
pitch,2,N
pity,2,N
plan,2,N
plays,2,N
point,2,N
pow,2,
pray,2,V
pressure,2,N
prize,2,N
promise,2,N
proud,2,ADJ
public,2,ADJ
pumpin,2,
rainbow,2,N
rap,2,N
rappers,2,
rapping,2,
ray-bans,2,
reaching,2,VG
rejoice,2,V
remind,2,V
reminded,2,VD
rep,2,
reputation,2,N
retire,2,V
ridin',2,
rocking,2,N
rolled,2,VD
romance,2,N
root,2,N
ru-ru-ru-run,2,
ruled,2,VN
sad,2,ADJ
safe,2,ADJ
salt,2,N
satisfied,2,VN
saved,2,VN
sayin',2,N
scaramouche,2,
screwed,2,VN
seeing,2,VG
seem,2,V
seven,2,NUM
sexified,2,
shade,2,N
shades,2,N
shadow,2,N
shady,2,ADJ
share,2,N
ship,2,N
shirt,2,N
shooting,2,VG
shoulda',2,
shout,2,V
shout-out,2,
showed,2,VD
shut,2,VN
sin,2,N
sins,2,N
skies,2,N
skin,2,N
slam,2,N
slapped,2,VD
sleeping,2,VG
slim,2,ADJ
sling,2,N
slip,2,N
small,2,ADJ
smasher,2,
smiled,2,VD
snatcher,2,
somebody's,2,PRO
songz,2,
spark,2,N
spent,2,VN
spit,2,V
spread,2,V
squeeze,2,V
starin',2,
staring,2,VG
starting,2,VG
steal-yo-girl,2,
stockings,2,N
stone,2,N
store,2,N
strobe,2,
struck,2,VD
stuff,2,N
stupid,2,ADJ
style,2,N
suit,2,N
sunlight,2,N
sunny,2,ADJ
survive,2,V
swagger,2,
sweeter,2,
swisher,2,
tail,2,N
tammy,2,
tattoo,2,
tempah,2,
